,unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
9175,9175,SC47383,Nevada,7406.882612,No,Basic,Bachelor,2/3/11,Employed,F,38169,Rural,Married,62,18.0,82,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,71.678412,Four-Door Car,Medsize,A
9176,9176,TD14365,California,8163.890428,No,Extended,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,85,9.0,37,3.0,2,Corporate Auto,Corporate L2,Offer1,Branch,790.784983,Four-Door Car,Medsize,A
9177,9177,EZ43738,California,5204.64616,No,Basic,Bachelor,2/9/11,Medical Leave,F,29406,Suburban,Married,68,33.0,79,0.0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
9178,9178,QD73891,Oregon,5261.117506,No,Basic,High School or Below,1/13/11,Employed,M,90217,Suburban,Married,66,14.0,88,1.0,5,Personal Auto,Personal L1,Offer4,Web,316.8,Four-Door Car,Small,A
9180,9180,XN90444,California,8200.269735,No,Basic,Doctor,1/22/11,Employed,M,24814,Suburban,Single,69,31.0,48,0.0,2,Special Auto,Special L1,Offer2,Call Center,331.2,Two-Door Car,Medsize,A
9181,9181,ZT53375,California,5483.89085,No,Basic,Bachelor,1/7/11,Employed,M,87777,Urban,Single,68,16.0,1,0.0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize,A
9182,9182,UA74474,Oregon,4515.184003,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1.0,28,1.0,1,Corporate Auto,Corporate L3,Offer2,Branch,802.278237,Four-Door Car,Small,A
9183,9183,MA60552,California,4015.400868,No,Basic,Bachelor,2/19/11,Employed,M,28088,Suburban,Married,102,8.0,61,0.0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Small,A
9184,9184,No50634,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
9188,9188,CZ96653,Oregon,8534.792754,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0.0,92,0.0,6,Personal Auto,Personal L2,Offer1,Web,64.598216,SUV,Small,A
9190,9190,FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,A
9196,9196,EA40332,Oregon,15394.8718,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25.0,79,0.0,7,Personal Auto,Personal L2,Offer2,Agent,1404.868905,SUV,Medsize,A
9200,9200,YR85283,Nevada,15083.78498,No,Extended,High School or Below,1/1/11,Employed,F,26021,Urban,Married,126,6.0,32,0.0,2,Personal Auto,Personal L2,Offer4,Agent,331.847478,SUV,Small,A
9201,9201,KW52227,California,7814.604545,No,Basic,Bachelor,2/7/11,Employed,M,51972,Suburban,Married,66,19.0,22,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
9205,9205,CP32818,Oregon,4529.965388,No,Basic,Bachelor,2/21/11,Employed,M,64270,Rural,Single,117,12.0,58,0.0,1,Personal Auto,Personal L3,Offer2,Agent,46.104534,Sports Car,Small,A
9206,9206,HB48518,Nevada,3891.537785,No,Basic,College,1/17/11,Employed,M,31409,Rural,Married,100,14.0,39,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,116.163,SUV,Medsize,A
9207,9207,XK61304,California,5297.151805,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18.0,57,0.0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,A
9209,9209,MY13737,California,9386.753031,No,Basic,High School or Below,2/11/11,Employed,M,42090,Rural,Married,119,0.0,61,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,203.352239,SUV,Medsize,A
9213,9213,LE85123,Oregon,19237.77089,No,Basic,Bachelor,1/2/11,Employed,M,35624,Urban,Single,66,6.0,55,2.0,2,Personal Auto,Personal L1,Offer1,Call Center,227.44626,Four-Door Car,Medsize,A
9214,9214,XC43591,Oregon,12880.74907,No,Premium,College,2/21/11,Employed,M,24571,Suburban,Married,109,21.0,22,0.0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,A
9217,9217,YZ79232,Oregon,4776.186527,No,Basic,Master,2/5/11,Unemployed,M,0,Urban,Single,67,10.0,38,0.0,9,Personal Auto,Personal L3,Offer2,Web,315.215329,Four-Door Car,Medsize,A
9218,9218,WN76039,Nevada,2545.056879,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,71,6.0,65,0.0,1,Special Auto,Special L3,Offer1,Agent,340.8,Four-Door Car,Medsize,A
9219,9219,SI48717,Oregon,14435.66453,No,Extended,College,2/20/11,Employed,M,70600,Suburban,Divorced,122,26.0,5,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,636.982333,SUV,Medsize,A
9221,9221,BX20846,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
9222,9222,GF97506,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,A
9223,9223,NG27780,Oregon,2520.12318,No,Basic,College,1/15/11,Unemployed,M,0,Rural,Married,70,18.0,47,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.043197,Four-Door Car,Medsize,A
9224,9224,FX78901,Oregon,16548.85665,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33.0,26,0.0,2,Special Auto,Special L3,Offer2,Call Center,47.952426,Four-Door Car,Medsize,A
9225,9225,XQ81794,Arizona,5137.349322,No,Basic,High School or Below,2/25/11,Employed,M,93872,Urban,Married,64,23.0,6,0.0,6,Personal Auto,Personal L3,Offer4,Web,206.495442,Four-Door Car,Medsize,A
9226,9226,IR57729,California,16547.63728,No,Basic,High School or Below,1/7/11,Employed,M,46593,Rural,Married,70,3.0,81,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,129.151543,Two-Door Car,Medsize,A
9229,9229,TR88637,Arizona,8105.910755,No,Basic,High School or Below,2/11/11,Employed,F,38893,Rural,Single,103,19.0,40,0.0,9,Personal Auto,Personal L1,Offer2,Agent,41.965252,SUV,Small,A
9230,9230,KZ60207,Arizona,5007.672425,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31.0,0,0.0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,A
9232,9232,TG36139,California,4679.977728,No,Extended,High School or Below,2/10/11,Disabled,F,21720,Suburban,Single,128,5.0,7,0.0,1,Corporate Auto,Corporate L1,Offer4,Branch,837.905079,SUV,Medsize,A
9236,9236,VH51235,Arizona,3097.915845,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,89,16.0,59,0.0,1,Personal Auto,Personal L2,Offer3,Web,427.2,Four-Door Car,Medsize,A
9237,9237,KJ86296,Oregon,4556.592993,No,Basic,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,73,24.0,40,2.0,9,Personal Auto,Personal L2,Offer1,Agent,525.6,Four-Door Car,Medsize,A
9241,9241,XP50892,Oregon,3940.123576,No,Basic,High School or Below,2/3/11,Employed,M,92539,Rural,Single,100,1.0,55,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,25.713622,SUV,Medsize,A
9242,9242,ER20865,California,8652.652451,No,Premium,Bachelor,2/1/11,Employed,M,65605,Urban,Married,111,2.0,72,2.0,7,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize,A
9244,9244,PU18983,Oregon,8608.157233,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8.0,80,2.0,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,A
9245,9245,NT40494,California,5074.246068,No,Basic,High School or Below,2/27/11,Employed,F,66933,Urban,Married,63,8.0,0,0.0,6,Personal Auto,Personal L1,Offer1,Agent,160.52105,Four-Door Car,Medsize,A
9246,9246,SM73248,Arizona,11537.50507,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,86,12.0,89,1.0,2,Corporate Auto,Corporate L1,Offer1,Agent,619.2,Two-Door Car,Medsize,A
9250,9250,JG83987,Arizona,6451.263836,No,Extended,Bachelor,1/13/11,Employed,F,30857,Urban,Married,81,17.0,14,0.0,7,Personal Auto,Personal L3,Offer3,Web,309.161777,Two-Door Car,Large,A
9251,9251,MZ30958,Nevada,6715.59268,No,Extended,High School or Below,2/25/11,Retired,M,21835,Suburban,Married,90,6.0,78,0.0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,A
9252,9252,IG80910,Oregon,3071.784639,No,Extended,High School or Below,2/22/11,Employed,F,47528,Urban,Married,77,10.0,73,1.0,1,Personal Auto,Personal L3,Offer2,Agent,277.582137,Four-Door Car,Medsize,A
9254,9254,HF62608,Oregon,6753.428413,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15.0,58,0.0,3,Personal Auto,Personal L3,Offer1,Branch,77.523904,Four-Door Car,Medsize,A
9259,9259,KC32511,Oregon,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A
9262,9262,IK64989,Washington,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,A
9264,9264,XV21647,California,8036.45034,No,Basic,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,112,7.0,42,0.0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize,A
9266,9266,NP23146,Arizona,5365.93282,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33.0,37,0.0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize,A
9267,9267,BK57087,California,4347.159852,No,Basic,College,1/1/11,Employed,F,38223,Suburban,Married,112,27.0,18,2.0,1,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Medsize,A
9268,9268,QU93024,California,29706.78459,No,Extended,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,128,15.0,37,0.0,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,A
9269,9269,VG68427,Arizona,5608.155723,No,Basic,High School or Below,2/17/11,Employed,M,81914,Urban,Married,70,6.0,33,0.0,6,Corporate Auto,Corporate L2,Offer4,Branch,198.75466,Four-Door Car,Medsize,A
9272,9272,HU81007,Oregon,8196.077584,No,Basic,Bachelor,2/28/11,Disabled,F,21706,Suburban,Divorced,108,19.0,28,0.0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize,A
9279,9279,UX71137,Washington,8875.965501,No,Premium,Doctor,2/5/11,Employed,F,69205,Urban,Married,110,20.0,56,0.0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize,A
9280,9280,JV58396,California,3054.541283,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29.0,19,0.0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small,A
9281,9281,LI85491,Oregon,3744.577726,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Single,101,3.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Small,A
9283,9283,EZ85603,Arizona,11631.87866,No,Premium,College,1/6/11,Unemployed,F,0,Suburban,Married,152,8.0,94,0.0,7,Personal Auto,Personal L3,Offer1,Branch,1082.814636,SUV,Medsize,A
9286,9286,AX38728,California,2966.944264,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,81,14.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Branch,388.8,Two-Door Car,Medsize,A
9290,9290,ZM40672,Oregon,6743.126791,No,Basic,Master,1/11/11,Unemployed,F,0,Suburban,Single,61,2.0,76,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Two-Door Car,Small,A
9291,9291,GV68933,Arizona,7679.677721,No,Basic,High School or Below,2/23/11,Disabled,M,12677,Suburban,Married,101,21.0,18,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,500.633484,SUV,Medsize,A
9292,9292,IS95398,Nevada,8444.840217,No,Basic,Bachelor,2/7/11,Employed,F,76352,Urban,Single,109,17.0,9,2.0,4,Personal Auto,Personal L2,Offer1,Agent,501.83778,SUV,Small,A
9295,9295,HE15857,Washington,6186.265217,No,Extended,Bachelor,2/18/11,Employed,M,37138,Suburban,Single,83,12.0,1,2.0,9,Personal Auto,Personal L3,Offer1,Call Center,417.28389,Two-Door Car,Medsize,A
9299,9299,TA78865,Nevada,20534.39224,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,93,24.0,25,0.0,2,Special Auto,Special L3,Offer3,Agent,669.6,Four-Door Car,Small,A
9300,9300,LW43630,California,9628.702696,No,Extended,Bachelor,1/6/11,Employed,F,71269,Urban,Married,80,28.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Branch,350.689559,Four-Door Car,Medsize,A
9302,9302,AT31367,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A
9303,9303,FG63582,Oregon,3339.764873,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,94,20.0,53,0.0,1,Personal Auto,Personal L3,Offer1,Agent,863.327324,Two-Door Car,Small,A
9305,9305,IV84135,California,9429.080755,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6.0,52,4.0,2,Personal Auto,Personal L3,Offer4,Agent,108.69654,Four-Door Car,Medsize,A
9308,9308,XZ81226,Arizona,6446.918637,No,Extended,Bachelor,1/1/11,Employed,F,43478,Suburban,Married,80,27.0,79,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,A
9309,9309,RW24925,Oregon,31920.76916,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29.0,82,0.0,2,Personal Auto,Personal L3,Offer2,Branch,129.985718,SUV,Medsize,A
9310,9310,QS83113,Oregon,5032.386371,No,Basic,Bachelor,1/10/11,Employed,M,30735,Suburban,Married,63,4.0,43,0.0,7,Personal Auto,Personal L3,Offer1,Agent,307.080113,Two-Door Car,Small,A
9312,9312,BQ51616,Oregon,7263.599744,No,Basic,High School or Below,2/22/11,Employed,F,86732,Rural,Married,180,0.0,95,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,204.373113,Luxury SUV,Medsize,A
9315,9315,YC63458,California,5893.368906,No,Basic,Bachelor,1/22/11,Employed,F,86498,Rural,Married,74,13.0,13,1.0,5,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize,A
9317,9317,XA75063,Oregon,10213.56338,No,Extended,College,1/9/11,Employed,F,39719,Suburban,Divorced,131,1.0,57,0.0,3,Personal Auto,Personal L3,Offer1,Agent,628.8,Sports Car,Medsize,A
9320,9320,IA85970,California,8099.466122,No,Basic,Bachelor,2/7/11,Unemployed,F,0,Urban,Divorced,112,19.0,42,0.0,6,Personal Auto,Personal L3,Offer1,Branch,438.812143,SUV,Medsize,A
9321,9321,KQ98040,California,7996.597066,No,Extended,Bachelor,2/28/11,Employed,F,70061,Suburban,Married,99,2.0,57,0.0,3,Corporate Auto,Corporate L2,Offer3,Agent,699.517349,Four-Door Car,Small,A
9323,9323,MT41386,Washington,2875.43239,No,Basic,Bachelor,2/2/11,Employed,M,84768,Rural,Married,72,6.0,31,0.0,1,Personal Auto,Personal L3,Offer4,Agent,110.484661,Two-Door Car,Medsize,A
9324,9324,YL91587,Arizona,2374.147419,No,Basic,High School or Below,2/6/11,Employed,M,48911,Suburban,Single,61,15.0,6,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large,A
9330,9330,VW65691,Oregon,4314.065657,No,Basic,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,64,16.0,42,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,460.8,Four-Door Car,Small,A
9333,9333,LN55080,Oregon,17732.46488,No,Basic,Bachelor,2/14/11,Employed,F,42191,Rural,Married,74,2.0,43,1.0,2,Special Auto,Special L2,Offer1,Call Center,68.647736,Two-Door Car,Medsize,A
9334,9334,VU30980,California,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize,A
9336,9336,AT33529,California,2776.748342,No,Basic,Doctor,1/8/11,Employed,F,30893,Rural,Divorced,70,25.0,13,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,Medsize,A
9337,9337,CE12380,Arizona,20090.43865,No,Basic,College,1/11/11,Unemployed,F,0,Urban,Single,66,16.0,19,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,252.149798,Four-Door Car,Medsize,A
9341,9341,LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Large,A
9347,9347,KH93988,Oregon,7708.883885,No,Extended,College,1/5/11,Employed,F,71134,Rural,Married,98,21.0,95,3.0,8,Personal Auto,Personal L3,Offer1,Web,196.37368,Two-Door Car,Medsize,A
9348,9348,KK15032,Arizona,2702.380487,No,Basic,High School or Below,2/3/11,Employed,F,46370,Suburban,Married,68,28.0,86,1.0,1,Personal Auto,Personal L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9349,9349,FG91922,Arizona,40224.01359,No,Basic,Master,2/7/11,Employed,M,48587,Suburban,Married,111,7.0,14,0.0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,A
9351,9351,IE57921,California,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,A
9352,9352,DA74095,Arizona,6102.307214,No,Premium,Bachelor,2/18/11,Employed,F,42800,Suburban,Married,153,4.0,11,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,Sports Car,Medsize,A
9356,9356,XU35186,California,2749.407985,No,Basic,High School or Below,1/22/11,Employed,F,71445,Suburban,Single,70,6.0,95,2.0,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize,A
9359,9359,SE33381,Arizona,4531.675269,No,Extended,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,126,19.0,39,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,907.2,SUV,Medsize,A
9362,9362,TX17484,California,15182.27975,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12.0,30,0.0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large,A
9363,9363,YB91420,Oregon,7851.349465,No,Basic,Bachelor,2/2/11,Employed,F,32225,Suburban,Married,66,23.0,90,0.0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,A
9364,9364,YP47665,Washington,5408.911507,No,Basic,Doctor,1/25/11,Employed,M,80192,Rural,Married,67,22.0,24,0.0,7,Personal Auto,Personal L3,Offer2,Agent,95.193157,Four-Door Car,Medsize,A
9366,9366,VY90611,California,2499.036551,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63,22.0,9,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small,A
9367,9367,SV28347,California,8485.330004,No,Basic,High School or Below,2/14/11,Employed,M,32607,Suburban,Single,111,27.0,79,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,532.8,SUV,Medsize,A
9368,9368,JO68735,California,2292.791874,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,64,18.0,30,0.0,1,Personal Auto,Personal L3,Offer1,Branch,460.8,Two-Door Car,Medsize,A
9369,9369,YQ24856,California,6843.848971,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,66,18.0,21,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,478.509797,Two-Door Car,Medsize,A
9371,9371,AZ82578,California,7928.829252,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7.0,75,0.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,A
9372,9372,HP50399,Nevada,3982.266087,No,Basic,Bachelor,1/5/11,Unemployed,M,0,Suburban,Divorced,113,14.0,77,0.0,1,Personal Auto,Personal L3,Offer3,Branch,542.4,SUV,Medsize,A
9374,9374,IB59831,Oregon,15512.56424,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0.0,7,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,638.4,SUV,Small,A
9375,9375,PY42157,Washington,2472.253893,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31.0,96,0.0,1,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Large,A
9378,9378,KI18648,Arizona,8084.846371,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10.0,38,0.0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9380,9380,CC94413,Oregon,5701.277221,No,Basic,Bachelor,1/16/11,Employed,F,41154,Suburban,Married,72,6.0,7,1.0,8,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Small,A
9381,9381,CB44654,Arizona,2409.760898,No,Basic,Bachelor,2/28/11,Employed,M,59665,Urban,Single,62,33.0,3,1.0,1,Personal Auto,Personal L3,Offer1,Agent,167.138119,Two-Door Car,Medsize,A
9384,9384,FP60372,Nevada,8072.746442,No,Basic,Bachelor,1/15/11,Employed,M,30584,Rural,Married,68,10.0,37,0.0,2,Personal Auto,Personal L2,Offer3,Branch,51.662597,Two-Door Car,Medsize,A
9385,9385,YA80645,Oregon,2899.317224,No,Basic,High School or Below,1/2/11,Employed,F,33738,Urban,Divorced,74,6.0,50,1.0,1,Corporate Auto,Corporate L1,Offer2,Agent,304.390472,Four-Door Car,Medsize,A
9387,9387,NM40177,California,8010.968982,No,Basic,Bachelor,1/27/11,Employed,M,52009,Urban,Married,68,20.0,29,0.0,2,Personal Auto,Personal L3,Offer1,Agent,250.416569,Four-Door Car,Medsize,A
9388,9388,NM39588,Washington,2678.058299,No,Basic,Doctor,1/20/11,Employed,F,72450,Rural,Married,66,21.0,58,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,84.218363,Four-Door Car,Medsize,A
9389,9389,DL45122,California,3329.887725,No,Extended,Bachelor,2/17/11,Employed,M,75556,Suburban,Married,84,24.0,78,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small,A
9390,9390,RE12758,California,6782.556454,No,Extended,High School or Below,2/22/11,Employed,M,26116,Suburban,Married,85,6.0,58,0.0,3,Personal Auto,Personal L3,Offer4,Agent,612.0,Four-Door Car,Medsize,A
9394,9394,HO40387,California,2570.761765,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Married,72,0.0,93,3.0,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,Small,A
9396,9396,SP63623,Oregon,4692.098956,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,69,31.0,89,0.0,5,Personal Auto,Personal L2,Offer1,Agent,506.92275,Four-Door Car,Large,A
9398,9398,SR47878,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,A
9401,9401,DB17162,Arizona,5363.405969,No,Basic,High School or Below,2/14/11,Employed,M,64324,Suburban,Married,67,7.0,67,0.0,3,Personal Auto,Personal L2,Offer3,Branch,321.6,Four-Door Car,Small,A
9404,9404,GU91528,Oregon,4254.620669,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L1,Offer1,Web,292.8,Two-Door Car,Small,A
9409,9409,GO36627,Arizona,3837.451863,No,Extended,College,1/13/11,Employed,M,21880,Urban,Married,97,29.0,37,0.0,1,Special Auto,Special L2,Offer1,Branch,424.077159,Four-Door Car,Medsize,A
